itemid,datasetid,hasbird,item_dir
95549,ff1010bird,1,Data/95549.wav
131132,ff1010bird,0,Data/131132.wav
185141,ff1010bird,0,Data/185141.wav
149928,ff1010bird,0,Data/149928.wav
56949,ff1010bird,0,Data/56949.wav
39930,ff1010bird,0,Data/39930.wav
43714,ff1010bird,0,Data/43714.wav
95695,ff1010bird,0,Data/95695.wav
77790,ff1010bird,0,Data/77790.wav
96757,ff1010bird,0,Data/96757.wav
127851,ff1010bird,0,Data/127851.wav
164184,ff1010bird,0,Data/164184.wav
22522,ff1010bird,0,Data/22522.wav
45488,ff1010bird,0,Data/45488.wav
174091,ff1010bird,0,Data/174091.wav
169470,ff1010bird,0,Data/169470.wav
108764,ff1010bird,1,Data/108764.wav
82904,ff1010bird,0,Data/82904.wav
40954,ff1010bird,0,Data/40954.wav
86958,ff1010bird,0,Data/86958.wav
104656,ff1010bird,0,Data/104656.wav
146693,ff1010bird,0,Data/146693.wav
91448,ff1010bird,0,Data/91448.wav
70323,ff1010bird,0,Data/70323.wav
113324,ff1010bird,0,Data/113324.wav
62063,ff1010bird,0,Data/62063.wav
126826,ff1010bird,0,Data/126826.wav
121959,ff1010bird,1,Data/121959.wav
64172,ff1010bird,0,Data/64172.wav
94764,ff1010bird,0,Data/94764.wav
54900,ff1010bird,0,Data/54900.wav
54748,ff1010bird,0,Data/54748.wav
128001,ff1010bird,0,Data/128001.wav
71508,ff1010bird,1,Data/71508.wav
157311,ff1010bird,1,Data/157311.wav
53591,ff1010bird,1,Data/53591.wav
65748,ff1010bird,0,Data/65748.wav
55112,ff1010bird,1,Data/55112.wav
65472,ff1010bird,1,Data/65472.wav
194851,ff1010bird,1,Data/194851.wav
143294,ff1010bird,0,Data/143294.wav
112291,ff1010bird,0,Data/112291.wav
158592,ff1010bird,0,Data/158592.wav
123691,ff1010bird,0,Data/123691.wav
130136,ff1010bird,0,Data/130136.wav
140728,ff1010bird,0,Data/140728.wav
132986,ff1010bird,0,Data/132986.wav
18039,ff1010bird,1,Data/18039.wav
34157,ff1010bird,0,Data/34157.wav
126039,ff1010bird,0,Data/126039.wav
61660,ff1010bird,0,Data/61660.wav
164185,ff1010bird,0,Data/164185.wav
61182,ff1010bird,0,Data/61182.wav
94633,ff1010bird,0,Data/94633.wav
156524,ff1010bird,0,Data/156524.wav
130151,ff1010bird,1,Data/130151.wav
175040,ff1010bird,0,Data/175040.wav
32479,ff1010bird,1,Data/32479.wav
135471,ff1010bird,0,Data/135471.wav
155098,ff1010bird,0,Data/155098.wav
21245,ff1010bird,1,Data/21245.wav
152548,ff1010bird,0,Data/152548.wav
165994,ff1010bird,0,Data/165994.wav
54545,ff1010bird,1,Data/54545.wav
140816,ff1010bird,0,Data/140816.wav
158191,ff1010bird,1,Data/158191.wav
112759,ff1010bird,1,Data/112759.wav
18047,ff1010bird,1,Data/18047.wav
191277,ff1010bird,0,Data/191277.wav
155282,ff1010bird,1,Data/155282.wav
91237,ff1010bird,0,Data/91237.wav
101870,ff1010bird,0,Data/101870.wav
112758,ff1010bird,1,Data/112758.wav
86764,ff1010bird,0,Data/86764.wav
80486,ff1010bird,0,Data/80486.wav
95858,ff1010bird,1,Data/95858.wav
34112,ff1010bird,1,Data/34112.wav
46225,ff1010bird,0,Data/46225.wav
80754,ff1010bird,0,Data/80754.wav
94401,ff1010bird,0,Data/94401.wav
82271,ff1010bird,0,Data/82271.wav
127307,ff1010bird,0,Data/127307.wav
91289,ff1010bird,0,Data/91289.wav
191918,ff1010bird,0,Data/191918.wav
89444,ff1010bird,1,Data/89444.wav
128914,ff1010bird,0,Data/128914.wav
170371,ff1010bird,0,Data/170371.wav
51475,ff1010bird,1,Data/51475.wav
160576,ff1010bird,1,Data/160576.wav
127313,ff1010bird,0,Data/127313.wav
117501,ff1010bird,0,Data/117501.wav
159513,ff1010bird,0,Data/159513.wav
180744,ff1010bird,0,Data/180744.wav
156619,ff1010bird,1,Data/156619.wav
188494,ff1010bird,0,Data/188494.wav
161896,ff1010bird,0,Data/161896.wav
75702,ff1010bird,0,Data/75702.wav
174095,ff1010bird,1,Data/174095.wav
149007,ff1010bird,1,Data/149007.wav
147923,ff1010bird,0,Data/147923.wav
55494,ff1010bird,0,Data/55494.wav
15792,ff1010bird,0,Data/15792.wav
16835,ff1010bird,1,Data/16835.wav
108765,ff1010bird,1,Data/108765.wav
90088,ff1010bird,0,Data/90088.wav
121301,ff1010bird,1,Data/121301.wav
105232,ff1010bird,0,Data/105232.wav
347,ff1010bird,0,Data/347.wav
74262,ff1010bird,0,Data/74262.wav
145490,ff1010bird,0,Data/145490.wav
118333,ff1010bird,0,Data/118333.wav
193480,ff1010bird,0,Data/193480.wav
137961,ff1010bird,0,Data/137961.wav
108356,ff1010bird,0,Data/108356.wav
176089,ff1010bird,0,Data/176089.wav
127171,ff1010bird,0,Data/127171.wav
16770,ff1010bird,0,Data/16770.wav
102724,ff1010bird,1,Data/102724.wav
54033,ff1010bird,0,Data/54033.wav
81879,ff1010bird,0,Data/81879.wav
52417,ff1010bird,0,Data/52417.wav
76367,ff1010bird,0,Data/76367.wav
87940,ff1010bird,0,Data/87940.wav
126157,ff1010bird,1,Data/126157.wav
165157,ff1010bird,0,Data/165157.wav
33444,ff1010bird,0,Data/33444.wav
44123,ff1010bird,0,Data/44123.wav
167434,ff1010bird,1,Data/167434.wav
124687,ff1010bird,0,Data/124687.wav
145529,ff1010bird,0,Data/145529.wav
50050,ff1010bird,0,Data/50050.wav
173903,ff1010bird,1,Data/173903.wav
70949,ff1010bird,0,Data/70949.wav
97605,ff1010bird,0,Data/97605.wav
9190,ff1010bird,0,Data/9190.wav
115414,ff1010bird,1,Data/115414.wav
167304,ff1010bird,0,Data/167304.wav
84542,ff1010bird,1,Data/84542.wav
157596,ff1010bird,0,Data/157596.wav
62021,ff1010bird,0,Data/62021.wav
126336,ff1010bird,1,Data/126336.wav
126165,ff1010bird,0,Data/126165.wav
146210,ff1010bird,0,Data/146210.wav
82024,ff1010bird,0,Data/82024.wav
64209,ff1010bird,0,Data/64209.wav
121223,ff1010bird,0,Data/121223.wav
41504,ff1010bird,0,Data/41504.wav
48397,ff1010bird,1,Data/48397.wav
119300,ff1010bird,1,Data/119300.wav
40130,ff1010bird,1,Data/40130.wav
22951,ff1010bird,0,Data/22951.wav
148813,ff1010bird,0,Data/148813.wav
17507,ff1010bird,1,Data/17507.wav
93337,ff1010bird,0,Data/93337.wav
82269,ff1010bird,0,Data/82269.wav
77652,ff1010bird,0,Data/77652.wav
176593,ff1010bird,0,Data/176593.wav
57327,ff1010bird,1,Data/57327.wav
90297,ff1010bird,0,Data/90297.wav
58275,ff1010bird,0,Data/58275.wav
57034,ff1010bird,0,Data/57034.wav
79273,ff1010bird,0,Data/79273.wav
170261,ff1010bird,0,Data/170261.wav
98201,ff1010bird,1,Data/98201.wav
38569,ff1010bird,0,Data/38569.wav
56879,ff1010bird,0,Data/56879.wav
184270,ff1010bird,0,Data/184270.wav
160537,ff1010bird,0,Data/160537.wav
112203,ff1010bird,1,Data/112203.wav
162629,ff1010bird,0,Data/162629.wav
146697,ff1010bird,0,Data/146697.wav
161584,ff1010bird,1,Data/161584.wav
74214,ff1010bird,0,Data/74214.wav
81429,ff1010bird,1,Data/81429.wav
141990,ff1010bird,0,Data/141990.wav
69356,ff1010bird,1,Data/69356.wav
172315,ff1010bird,0,Data/172315.wav
64490,ff1010bird,0,Data/64490.wav
111034,ff1010bird,1,Data/111034.wav
60590,ff1010bird,0,Data/60590.wav
56748,ff1010bird,0,Data/56748.wav
52298,ff1010bird,1,Data/52298.wav
133670,ff1010bird,0,Data/133670.wav
132905,ff1010bird,0,Data/132905.wav
53786,ff1010bird,0,Data/53786.wav
116398,ff1010bird,0,Data/116398.wav
153500,ff1010bird,1,Data/153500.wav
191916,ff1010bird,0,Data/191916.wav
155117,ff1010bird,0,Data/155117.wav
130076,ff1010bird,0,Data/130076.wav
126833,ff1010bird,0,Data/126833.wav
16625,ff1010bird,1,Data/16625.wav
68034,ff1010bird,0,Data/68034.wav
76433,ff1010bird,0,Data/76433.wav
191373,ff1010bird,0,Data/191373.wav
160040,ff1010bird,0,Data/160040.wav
55091,ff1010bird,0,Data/55091.wav
187660,ff1010bird,1,Data/187660.wav
83106,ff1010bird,0,Data/83106.wav
66432,ff1010bird,0,Data/66432.wav
24025,ff1010bird,0,Data/24025.wav
64120,ff1010bird,0,Data/64120.wav
103563,ff1010bird,0,Data/103563.wav
168894,ff1010bird,0,Data/168894.wav
134972,ff1010bird,0,Data/134972.wav
41981,ff1010bird,0,Data/41981.wav
170835,ff1010bird,0,Data/170835.wav
104519,ff1010bird,0,Data/104519.wav
76437,ff1010bird,1,Data/76437.wav
125812,ff1010bird,0,Data/125812.wav
51691,ff1010bird,1,Data/51691.wav
18233,ff1010bird,1,Data/18233.wav
29872,ff1010bird,1,Data/29872.wav
9227,ff1010bird,0,Data/9227.wav
82019,ff1010bird,1,Data/82019.wav
186329,ff1010bird,1,Data/186329.wav
72805,ff1010bird,0,Data/72805.wav
189235,ff1010bird,0,Data/189235.wav
141166,ff1010bird,0,Data/141166.wav
155747,ff1010bird,1,Data/155747.wav
42815,ff1010bird,0,Data/42815.wav
155230,ff1010bird,0,Data/155230.wav
73368,ff1010bird,0,Data/73368.wav
155297,ff1010bird,0,Data/155297.wav
64168,ff1010bird,0,Data/64168.wav
60638,ff1010bird,0,Data/60638.wav
100271,ff1010bird,0,Data/100271.wav
110987,ff1010bird,1,Data/110987.wav
71462,ff1010bird,0,Data/71462.wav
184200,ff1010bird,1,Data/184200.wav
170023,ff1010bird,0,Data/170023.wav
87521,ff1010bird,0,Data/87521.wav
130069,ff1010bird,0,Data/130069.wav
165388,ff1010bird,0,Data/165388.wav
69089,ff1010bird,0,Data/69089.wav
59197,ff1010bird,0,Data/59197.wav
79265,ff1010bird,0,Data/79265.wav
121377,ff1010bird,0,Data/121377.wav
53590,ff1010bird,1,Data/53590.wav
25525,ff1010bird,0,Data/25525.wav
62312,ff1010bird,0,Data/62312.wav
62856,ff1010bird,0,Data/62856.wav
77789,ff1010bird,0,Data/77789.wav
117521,ff1010bird,0,Data/117521.wav
127191,ff1010bird,1,Data/127191.wav
81110,ff1010bird,0,Data/81110.wav
9223,ff1010bird,0,Data/9223.wav
61077,ff1010bird,0,Data/61077.wav
161503,ff1010bird,0,Data/161503.wav
138243,ff1010bird,0,Data/138243.wav
119175,ff1010bird,0,Data/119175.wav
42914,ff1010bird,0,Data/42914.wav
37908,ff1010bird,0,Data/37908.wav
146698,ff1010bird,0,Data/146698.wav
86940,ff1010bird,0,Data/86940.wav
34652,ff1010bird,0,Data/34652.wav
74926,ff1010bird,0,Data/74926.wav
177860,ff1010bird,0,Data/177860.wav
141175,ff1010bird,0,Data/141175.wav
75167,ff1010bird,1,Data/75167.wav
38290,ff1010bird,0,Data/38290.wav
104756,ff1010bird,1,Data/104756.wav
30838,ff1010bird,0,Data/30838.wav
191741,ff1010bird,0,Data/191741.wav
113338,ff1010bird,0,Data/113338.wav
109092,ff1010bird,0,Data/109092.wav
9224,ff1010bird,0,Data/9224.wav
80792,ff1010bird,0,Data/80792.wav
65813,ff1010bird,1,Data/65813.wav
156036,ff1010bird,0,Data/156036.wav
86750,ff1010bird,0,Data/86750.wav
45904,ff1010bird,1,Data/45904.wav
50884,ff1010bird,1,Data/50884.wav
77916,ff1010bird,0,Data/77916.wav
86647,ff1010bird,0,Data/86647.wav
127359,ff1010bird,0,Data/127359.wav
117103,ff1010bird,1,Data/117103.wav
126838,ff1010bird,0,Data/126838.wav
77915,ff1010bird,0,Data/77915.wav
147636,ff1010bird,0,Data/147636.wav
38938,ff1010bird,0,Data/38938.wav
172649,ff1010bird,0,Data/172649.wav
91909,ff1010bird,1,Data/91909.wav
9235,ff1010bird,1,Data/9235.wav
155638,ff1010bird,0,Data/155638.wav
56368,ff1010bird,0,Data/56368.wav
22950,ff1010bird,0,Data/22950.wav
91746,ff1010bird,0,Data/91746.wav
100388,ff1010bird,0,Data/100388.wav
89440,ff1010bird,1,Data/89440.wav
157513,ff1010bird,0,Data/157513.wav
115533,ff1010bird,0,Data/115533.wav
15349,ff1010bird,0,Data/15349.wav
80710,ff1010bird,1,Data/80710.wav
107610,ff1010bird,0,Data/107610.wav
75306,ff1010bird,0,Data/75306.wav
127843,ff1010bird,0,Data/127843.wav
125229,ff1010bird,0,Data/125229.wav
127237,ff1010bird,0,Data/127237.wav
69761,ff1010bird,1,Data/69761.wav
26911,ff1010bird,0,Data/26911.wav
132992,ff1010bird,0,Data/132992.wav
188089,ff1010bird,0,Data/188089.wav
54809,ff1010bird,0,Data/54809.wav
104937,ff1010bird,1,Data/104937.wav
169024,ff1010bird,1,Data/169024.wav
90359,ff1010bird,0,Data/90359.wav
174093,ff1010bird,0,Data/174093.wav
127244,ff1010bird,0,Data/127244.wav
194801,ff1010bird,0,Data/194801.wav
56418,ff1010bird,0,Data/56418.wav
118136,ff1010bird,0,Data/118136.wav
155049,ff1010bird,0,Data/155049.wav
105395,ff1010bird,1,Data/105395.wav
20384,ff1010bird,0,Data/20384.wav
127341,ff1010bird,0,Data/127341.wav
78793,ff1010bird,0,Data/78793.wav
80703,ff1010bird,1,Data/80703.wav
117668,ff1010bird,0,Data/117668.wav
53797,ff1010bird,0,Data/53797.wav
166698,ff1010bird,0,Data/166698.wav
161519,ff1010bird,0,Data/161519.wav
146843,ff1010bird,0,Data/146843.wav
179604,ff1010bird,0,Data/179604.wav
135834,ff1010bird,1,Data/135834.wav
140797,ff1010bird,0,Data/140797.wav
126853,ff1010bird,0,Data/126853.wav
133086,ff1010bird,0,Data/133086.wav
17080,ff1010bird,0,Data/17080.wav
42915,ff1010bird,1,Data/42915.wav
57604,ff1010bird,0,Data/57604.wav
103562,ff1010bird,0,Data/103562.wav
127210,ff1010bird,0,Data/127210.wav
152039,ff1010bird,0,Data/152039.wav
139094,ff1010bird,0,Data/139094.wav
169093,ff1010bird,0,Data/169093.wav
56948,ff1010bird,0,Data/56948.wav
190037,ff1010bird,1,Data/190037.wav
73386,ff1010bird,1,Data/73386.wav
56909,ff1010bird,0,Data/56909.wav
145522,ff1010bird,0,Data/145522.wav
80794,ff1010bird,0,Data/80794.wav
108605,ff1010bird,0,Data/108605.wav
126827,ff1010bird,0,Data/126827.wav
86756,ff1010bird,0,Data/86756.wav
156191,ff1010bird,0,Data/156191.wav
155286,ff1010bird,0,Data/155286.wav
139096,ff1010bird,0,Data/139096.wav
114492,ff1010bird,0,Data/114492.wav
107608,ff1010bird,1,Data/107608.wav
111022,ff1010bird,1,Data/111022.wav
66644,ff1010bird,1,Data/66644.wav
52871,ff1010bird,0,Data/52871.wav
82266,ff1010bird,0,Data/82266.wav
146436,ff1010bird,0,Data/146436.wav
186338,ff1010bird,0,Data/186338.wav
195090,ff1010bird,1,Data/195090.wav
26975,ff1010bird,1,Data/26975.wav
128704,ff1010bird,0,Data/128704.wav
63747,ff1010bird,0,Data/63747.wav
17153,ff1010bird,0,Data/17153.wav
55495,ff1010bird,0,Data/55495.wav
77467,ff1010bird,0,Data/77467.wav
9228,ff1010bird,0,Data/9228.wav
169157,ff1010bird,0,Data/169157.wav
166261,ff1010bird,0,Data/166261.wav
150408,ff1010bird,0,Data/150408.wav
58173,ff1010bird,0,Data/58173.wav
157822,ff1010bird,0,Data/157822.wav
40827,ff1010bird,1,Data/40827.wav
40973,ff1010bird,0,Data/40973.wav
78779,ff1010bird,0,Data/78779.wav
148814,ff1010bird,0,Data/148814.wav
19033,ff1010bird,0,Data/19033.wav
27580,ff1010bird,0,Data/27580.wav
176137,ff1010bird,0,Data/176137.wav
101322,ff1010bird,0,Data/101322.wav
102852,ff1010bird,0,Data/102852.wav
138466,ff1010bird,0,Data/138466.wav
95488,ff1010bird,1,Data/95488.wav
176124,ff1010bird,0,Data/176124.wav
17056,ff1010bird,0,Data/17056.wav
48159,ff1010bird,0,Data/48159.wav
38561,ff1010bird,1,Data/38561.wav
65269,ff1010bird,0,Data/65269.wav
46237,ff1010bird,0,Data/46237.wav
184199,ff1010bird,1,Data/184199.wav
155097,ff1010bird,0,Data/155097.wav
141179,ff1010bird,0,Data/141179.wav
127246,ff1010bird,0,Data/127246.wav
145092,ff1010bird,1,Data/145092.wav
173444,ff1010bird,1,Data/173444.wav
102076,ff1010bird,1,Data/102076.wav
26906,ff1010bird,0,Data/26906.wav
147932,ff1010bird,0,Data/147932.wav
164373,ff1010bird,0,Data/164373.wav
65673,ff1010bird,0,Data/65673.wav
154918,ff1010bird,0,Data/154918.wav
91758,ff1010bird,0,Data/91758.wav
109155,ff1010bird,0,Data/109155.wav
164182,ff1010bird,0,Data/164182.wav
38756,ff1010bird,0,Data/38756.wav
21894,ff1010bird,0,Data/21894.wav
98940,ff1010bird,1,Data/98940.wav
93055,ff1010bird,0,Data/93055.wav
168049,ff1010bird,0,Data/168049.wav
35289,ff1010bird,0,Data/35289.wav
62511,ff1010bird,0,Data/62511.wav
172780,ff1010bird,1,Data/172780.wav
180050,ff1010bird,0,Data/180050.wav
120948,ff1010bird,1,Data/120948.wav
67828,ff1010bird,0,Data/67828.wav
49852,ff1010bird,0,Data/49852.wav
17058,ff1010bird,0,Data/17058.wav
38278,ff1010bird,0,Data/38278.wav
93663,ff1010bird,0,Data/93663.wav
117807,ff1010bird,0,Data/117807.wav
55113,ff1010bird,0,Data/55113.wav
32491,ff1010bird,0,Data/32491.wav
168055,ff1010bird,0,Data/168055.wav
3180,ff1010bird,1,Data/3180.wav
54919,ff1010bird,1,Data/54919.wav
99437,ff1010bird,0,Data/99437.wav
185762,ff1010bird,0,Data/185762.wav
120380,ff1010bird,1,Data/120380.wav
55442,ff1010bird,0,Data/55442.wav
53939,ff1010bird,0,Data/53939.wav
187595,ff1010bird,1,Data/187595.wav
57581,ff1010bird,0,Data/57581.wav
167357,ff1010bird,0,Data/167357.wav
167374,ff1010bird,1,Data/167374.wav
101236,ff1010bird,1,Data/101236.wav
107213,ff1010bird,0,Data/107213.wav
184196,ff1010bird,1,Data/184196.wav
113469,ff1010bird,0,Data/113469.wav
90360,ff1010bird,0,Data/90360.wav
147678,ff1010bird,0,Data/147678.wav
162686,ff1010bird,0,Data/162686.wav
78491,ff1010bird,0,Data/78491.wav
168810,ff1010bird,0,Data/168810.wav
58948,ff1010bird,0,Data/58948.wav
137072,ff1010bird,1,Data/137072.wav
169860,ff1010bird,0,Data/169860.wav
69090,ff1010bird,1,Data/69090.wav
127289,ff1010bird,0,Data/127289.wav
123144,ff1010bird,1,Data/123144.wav
190958,ff1010bird,1,Data/190958.wav
3191,ff1010bird,1,Data/3191.wav
62277,ff1010bird,1,Data/62277.wav
17857,ff1010bird,0,Data/17857.wav
13777,ff1010bird,1,Data/13777.wav
127438,ff1010bird,1,Data/127438.wav
154812,ff1010bird,0,Data/154812.wav
194844,ff1010bird,0,Data/194844.wav
71706,ff1010bird,1,Data/71706.wav
56639,ff1010bird,0,Data/56639.wav
58236,ff1010bird,0,Data/58236.wav
160241,ff1010bird,0,Data/160241.wav
9221,ff1010bird,0,Data/9221.wav
153126,ff1010bird,0,Data/153126.wav
167896,ff1010bird,0,Data/167896.wav
80705,ff1010bird,1,Data/80705.wav
40828,ff1010bird,1,Data/40828.wav
111017,ff1010bird,1,Data/111017.wav
159512,ff1010bird,0,Data/159512.wav
47885,ff1010bird,0,Data/47885.wav
124693,ff1010bird,0,Data/124693.wav
126042,ff1010bird,0,Data/126042.wav
63802,ff1010bird,0,Data/63802.wav
18929,ff1010bird,1,Data/18929.wav
147602,ff1010bird,0,Data/147602.wav
123344,ff1010bird,0,Data/123344.wav
22518,ff1010bird,0,Data/22518.wav
139981,ff1010bird,0,Data/139981.wav
77657,ff1010bird,0,Data/77657.wav
152907,ff1010bird,0,Data/152907.wav
148314,ff1010bird,1,Data/148314.wav
145531,ff1010bird,0,Data/145531.wav
90345,ff1010bird,0,Data/90345.wav
55225,ff1010bird,1,Data/55225.wav
43722,ff1010bird,1,Data/43722.wav
102113,ff1010bird,0,Data/102113.wav
178825,ff1010bird,0,Data/178825.wav
115409,ff1010bird,1,Data/115409.wav
138160,ff1010bird,0,Data/138160.wav
191991,ff1010bird,1,Data/191991.wav
20785,ff1010bird,0,Data/20785.wav
161345,ff1010bird,0,Data/161345.wav
107518,ff1010bird,0,Data/107518.wav
161878,ff1010bird,0,Data/161878.wav
179606,ff1010bird,0,Data/179606.wav
132534,ff1010bird,0,Data/132534.wav
73355,ff1010bird,0,Data/73355.wav
169159,ff1010bird,0,Data/169159.wav
86930,ff1010bird,0,Data/86930.wav
180618,ff1010bird,0,Data/180618.wav
155131,ff1010bird,0,Data/155131.wav
184217,ff1010bird,1,Data/184217.wav
144019,ff1010bird,1,Data/144019.wav
80709,ff1010bird,0,Data/80709.wav
63724,ff1010bird,0,Data/63724.wav
51725,ff1010bird,1,Data/51725.wav
23454,ff1010bird,0,Data/23454.wav
177437,ff1010bird,1,Data/177437.wav
132984,ff1010bird,0,Data/132984.wav
1042,ff1010bird,0,Data/1042.wav
110912,ff1010bird,0,Data/110912.wav
62279,ff1010bird,0,Data/62279.wav
164829,ff1010bird,0,Data/164829.wav
78796,ff1010bird,1,Data/78796.wav
79120,ff1010bird,0,Data/79120.wav
98154,ff1010bird,1,Data/98154.wav
113352,ff1010bird,0,Data/113352.wav
65751,ff1010bird,0,Data/65751.wav
69339,ff1010bird,0,Data/69339.wav
75969,ff1010bird,1,Data/75969.wav
63709,ff1010bird,0,Data/63709.wav
31487,ff1010bird,0,Data/31487.wav
184230,ff1010bird,0,Data/184230.wav
72017,ff1010bird,0,Data/72017.wav
166204,ff1010bird,0,Data/166204.wav
69203,ff1010bird,0,Data/69203.wav
173889,ff1010bird,1,Data/173889.wav
124680,ff1010bird,0,Data/124680.wav
28775,ff1010bird,0,Data/28775.wav
111949,ff1010bird,0,Data/111949.wav
40836,ff1010bird,1,Data/40836.wav
187003,ff1010bird,0,Data/187003.wav
55171,ff1010bird,1,Data/55171.wav
155263,ff1010bird,0,Data/155263.wav
150888,ff1010bird,1,Data/150888.wav
186094,ff1010bird,1,Data/186094.wav
101320,ff1010bird,0,Data/101320.wav
156035,ff1010bird,0,Data/156035.wav
80788,ff1010bird,0,Data/80788.wav
44052,ff1010bird,0,Data/44052.wav
73748,ff1010bird,0,Data/73748.wav
124603,ff1010bird,0,Data/124603.wav
149976,ff1010bird,1,Data/149976.wav
78795,ff1010bird,1,Data/78795.wav
51689,ff1010bird,1,Data/51689.wav
174644,ff1010bird,0,Data/174644.wav
177605,ff1010bird,1,Data/177605.wav
65676,ff1010bird,0,Data/65676.wav
54940,ff1010bird,0,Data/54940.wav
18515,ff1010bird,1,Data/18515.wav
189856,ff1010bird,0,Data/189856.wav
169077,ff1010bird,1,Data/169077.wav
145082,ff1010bird,1,Data/145082.wav
104603,ff1010bird,0,Data/104603.wav
121573,ff1010bird,0,Data/121573.wav
7541,ff1010bird,0,Data/7541.wav
178485,ff1010bird,1,Data/178485.wav
76370,ff1010bird,0,Data/76370.wav
57912,ff1010bird,1,Data/57912.wav
50378,ff1010bird,1,Data/50378.wav
48653,ff1010bird,0,Data/48653.wav
172455,ff1010bird,0,Data/172455.wav
191091,ff1010bird,0,Data/191091.wav
15474,ff1010bird,0,Data/15474.wav
160514,ff1010bird,1,Data/160514.wav
58647,ff1010bird,0,Data/58647.wav
71829,ff1010bird,1,Data/71829.wav
87943,ff1010bird,0,Data/87943.wav
64163,ff1010bird,0,Data/64163.wav
93650,ff1010bird,0,Data/93650.wav
61048,ff1010bird,1,Data/61048.wav
126760,ff1010bird,0,Data/126760.wav
28776,ff1010bird,1,Data/28776.wav
39729,ff1010bird,0,Data/39729.wav
140707,ff1010bird,1,Data/140707.wav
178857,ff1010bird,0,Data/178857.wav
184221,ff1010bird,0,Data/184221.wav
178828,ff1010bird,0,Data/178828.wav
77780,ff1010bird,0,Data/77780.wav
39731,ff1010bird,0,Data/39731.wav
162717,ff1010bird,0,Data/162717.wav
56958,ff1010bird,0,Data/56958.wav
159695,ff1010bird,0,Data/159695.wav
169091,ff1010bird,0,Data/169091.wav
185122,ff1010bird,0,Data/185122.wav
56877,ff1010bird,0,Data/56877.wav
378,ff1010bird,1,Data/378.wav
94631,ff1010bird,0,Data/94631.wav
87520,ff1010bird,0,Data/87520.wav
169031,ff1010bird,1,Data/169031.wav
158595,ff1010bird,0,Data/158595.wav
7972,ff1010bird,0,Data/7972.wav
55857,ff1010bird,0,Data/55857.wav
56908,ff1010bird,0,Data/56908.wav
127293,ff1010bird,0,Data/127293.wav
179602,ff1010bird,0,Data/179602.wav
86961,ff1010bird,0,Data/86961.wav
150328,ff1010bird,0,Data/150328.wav
55659,ff1010bird,0,Data/55659.wav
156945,ff1010bird,1,Data/156945.wav
157863,ff1010bird,1,Data/157863.wav
3178,ff1010bird,0,Data/3178.wav
104488,ff1010bird,0,Data/104488.wav
135122,ff1010bird,1,Data/135122.wav
104482,ff1010bird,1,Data/104482.wav
76273,ff1010bird,0,Data/76273.wav
86747,ff1010bird,1,Data/86747.wav
157294,ff1010bird,0,Data/157294.wav
176247,ff1010bird,0,Data/176247.wav
180544,ff1010bird,1,Data/180544.wav
111395,ff1010bird,0,Data/111395.wav
188955,ff1010bird,0,Data/188955.wav
133747,ff1010bird,0,Data/133747.wav
147936,ff1010bird,0,Data/147936.wav
64208,ff1010bird,0,Data/64208.wav
65266,ff1010bird,1,Data/65266.wav
81058,ff1010bird,0,Data/81058.wav
156146,ff1010bird,0,Data/156146.wav
157862,ff1010bird,0,Data/157862.wav
21091,ff1010bird,1,Data/21091.wav
