itemid,datasetid,hasbird,item_dir
146326,ff1010bird,0,Data/146326.wav
17074,ff1010bird,0,Data/17074.wav
61640,ff1010bird,0,Data/61640.wav
82540,ff1010bird,0,Data/82540.wav
54577,ff1010bird,0,Data/54577.wav
40969,ff1010bird,0,Data/40969.wav
104539,ff1010bird,0,Data/104539.wav
43717,ff1010bird,0,Data/43717.wav
155211,ff1010bird,0,Data/155211.wav
174469,ff1010bird,0,Data/174469.wav
45923,ff1010bird,0,Data/45923.wav
157768,ff1010bird,1,Data/157768.wav
134973,ff1010bird,0,Data/134973.wav
169181,ff1010bird,0,Data/169181.wav
17505,ff1010bird,1,Data/17505.wav
195597,ff1010bird,0,Data/195597.wav
187942,ff1010bird,1,Data/187942.wav
169466,ff1010bird,0,Data/169466.wav
23019,ff1010bird,0,Data/23019.wav
126331,ff1010bird,0,Data/126331.wav
45922,ff1010bird,1,Data/45922.wav
102858,ff1010bird,0,Data/102858.wav
25383,ff1010bird,0,Data/25383.wav
103190,ff1010bird,1,Data/103190.wav
120122,ff1010bird,0,Data/120122.wav
169575,ff1010bird,0,Data/169575.wav
187763,ff1010bird,1,Data/187763.wav
184638,ff1010bird,0,Data/184638.wav
64396,ff1010bird,0,Data/64396.wav
74382,ff1010bird,0,Data/74382.wav
133474,ff1010bird,0,Data/133474.wav
160528,ff1010bird,0,Data/160528.wav
98852,ff1010bird,0,Data/98852.wav
63730,ff1010bird,0,Data/63730.wav
77648,ff1010bird,0,Data/77648.wav
53690,ff1010bird,1,Data/53690.wav
76904,ff1010bird,0,Data/76904.wav
172883,ff1010bird,0,Data/172883.wav
49085,ff1010bird,0,Data/49085.wav
31250,ff1010bird,1,Data/31250.wav
190680,ff1010bird,1,Data/190680.wav
80790,ff1010bird,0,Data/80790.wav
45910,ff1010bird,0,Data/45910.wav
150856,ff1010bird,0,Data/150856.wav
111185,ff1010bird,0,Data/111185.wav
155243,ff1010bird,1,Data/155243.wav
61076,ff1010bird,0,Data/61076.wav
95067,ff1010bird,0,Data/95067.wav
125241,ff1010bird,0,Data/125241.wav
162579,ff1010bird,0,Data/162579.wav
91559,ff1010bird,0,Data/91559.wav
175965,ff1010bird,0,Data/175965.wav
104492,ff1010bird,1,Data/104492.wav
28285,ff1010bird,1,Data/28285.wav
77779,ff1010bird,0,Data/77779.wav
182525,ff1010bird,0,Data/182525.wav
137156,ff1010bird,0,Data/137156.wav
111174,ff1010bird,0,Data/111174.wav
98738,ff1010bird,0,Data/98738.wav
13774,ff1010bird,0,Data/13774.wav
32405,ff1010bird,0,Data/32405.wav
155204,ff1010bird,0,Data/155204.wav
71687,ff1010bird,0,Data/71687.wav
116221,ff1010bird,1,Data/116221.wav
46346,ff1010bird,0,Data/46346.wav
43357,ff1010bird,0,Data/43357.wav
141992,ff1010bird,0,Data/141992.wav
38888,ff1010bird,0,Data/38888.wav
69654,ff1010bird,1,Data/69654.wav
58270,ff1010bird,0,Data/58270.wav
127284,ff1010bird,0,Data/127284.wav
55176,ff1010bird,0,Data/55176.wav
70947,ff1010bird,0,Data/70947.wav
95957,ff1010bird,0,Data/95957.wav
109484,ff1010bird,0,Data/109484.wav
72213,ff1010bird,1,Data/72213.wav
153457,ff1010bird,1,Data/153457.wav
44250,ff1010bird,0,Data/44250.wav
164180,ff1010bird,1,Data/164180.wav
153538,ff1010bird,0,Data/153538.wav
148422,ff1010bird,0,Data/148422.wav
146844,ff1010bird,1,Data/146844.wav
104326,ff1010bird,0,Data/104326.wav
88573,ff1010bird,1,Data/88573.wav
58238,ff1010bird,0,Data/58238.wav
193483,ff1010bird,1,Data/193483.wav
29606,ff1010bird,0,Data/29606.wav
46068,ff1010bird,0,Data/46068.wav
127632,ff1010bird,0,Data/127632.wav
60576,ff1010bird,0,Data/60576.wav
31796,ff1010bird,1,Data/31796.wav
102093,ff1010bird,0,Data/102093.wav
150975,ff1010bird,1,Data/150975.wav
89690,ff1010bird,0,Data/89690.wav
58555,ff1010bird,0,Data/58555.wav
189847,ff1010bird,0,Data/189847.wav
23528,ff1010bird,0,Data/23528.wav
170481,ff1010bird,0,Data/170481.wav
127184,ff1010bird,0,Data/127184.wav
65674,ff1010bird,0,Data/65674.wav
7889,ff1010bird,0,Data/7889.wav
92821,ff1010bird,0,Data/92821.wav
144071,ff1010bird,0,Data/144071.wav
157911,ff1010bird,0,Data/157911.wav
69312,ff1010bird,0,Data/69312.wav
193889,ff1010bird,0,Data/193889.wav
120645,ff1010bird,1,Data/120645.wav
65929,ff1010bird,1,Data/65929.wav
171004,ff1010bird,0,Data/171004.wav
184355,ff1010bird,0,Data/184355.wav
54806,ff1010bird,1,Data/54806.wav
129775,ff1010bird,1,Data/129775.wav
162625,ff1010bird,0,Data/162625.wav
69095,ff1010bird,1,Data/69095.wav
127356,ff1010bird,0,Data/127356.wav
157284,ff1010bird,0,Data/157284.wav
156608,ff1010bird,1,Data/156608.wav
18756,ff1010bird,0,Data/18756.wav
95534,ff1010bird,1,Data/95534.wav
104584,ff1010bird,0,Data/104584.wav
57799,ff1010bird,1,Data/57799.wav
157471,ff1010bird,0,Data/157471.wav
108285,ff1010bird,0,Data/108285.wav
110646,ff1010bird,1,Data/110646.wav
113601,ff1010bird,0,Data/113601.wav
146699,ff1010bird,1,Data/146699.wav
52905,ff1010bird,1,Data/52905.wav
86954,ff1010bird,0,Data/86954.wav
102244,ff1010bird,0,Data/102244.wav
54581,ff1010bird,1,Data/54581.wav
102071,ff1010bird,0,Data/102071.wav
78648,ff1010bird,1,Data/78648.wav
17090,ff1010bird,0,Data/17090.wav
57913,ff1010bird,1,Data/57913.wav
17632,ff1010bird,0,Data/17632.wav
127863,ff1010bird,0,Data/127863.wav
64123,ff1010bird,0,Data/64123.wav
173195,ff1010bird,0,Data/173195.wav
180542,ff1010bird,0,Data/180542.wav
126946,ff1010bird,0,Data/126946.wav
187645,ff1010bird,1,Data/187645.wav
176090,ff1010bird,1,Data/176090.wav
127273,ff1010bird,0,Data/127273.wav
169300,ff1010bird,1,Data/169300.wav
132145,ff1010bird,0,Data/132145.wav
155129,ff1010bird,0,Data/155129.wav
133472,ff1010bird,1,Data/133472.wav
23131,ff1010bird,1,Data/23131.wav
55441,ff1010bird,0,Data/55441.wav
126430,ff1010bird,0,Data/126430.wav
61184,ff1010bird,0,Data/61184.wav
174036,ff1010bird,0,Data/174036.wav
121302,ff1010bird,1,Data/121302.wav
54374,ff1010bird,1,Data/54374.wav
100180,ff1010bird,1,Data/100180.wav
187126,ff1010bird,0,Data/187126.wav
111033,ff1010bird,1,Data/111033.wav
194231,ff1010bird,0,Data/194231.wav
95713,ff1010bird,1,Data/95713.wav
189821,ff1010bird,0,Data/189821.wav
101385,ff1010bird,0,Data/101385.wav
19258,ff1010bird,1,Data/19258.wav
78787,ff1010bird,0,Data/78787.wav
1932,ff1010bird,1,Data/1932.wav
121569,ff1010bird,0,Data/121569.wav
127240,ff1010bird,0,Data/127240.wav
169096,ff1010bird,0,Data/169096.wav
98849,ff1010bird,0,Data/98849.wav
81871,ff1010bird,0,Data/81871.wav
180650,ff1010bird,0,Data/180650.wav
133083,ff1010bird,0,Data/133083.wav
59234,ff1010bird,1,Data/59234.wav
54538,ff1010bird,1,Data/54538.wav
146863,ff1010bird,0,Data/146863.wav
81485,ff1010bird,0,Data/81485.wav
38016,ff1010bird,0,Data/38016.wav
101323,ff1010bird,0,Data/101323.wav
131133,ff1010bird,1,Data/131133.wav
71336,ff1010bird,0,Data/71336.wav
127511,ff1010bird,0,Data/127511.wav
38232,ff1010bird,0,Data/38232.wav
162350,ff1010bird,0,Data/162350.wav
34619,ff1010bird,1,Data/34619.wav
31225,ff1010bird,0,Data/31225.wav
84688,ff1010bird,0,Data/84688.wav
42964,ff1010bird,0,Data/42964.wav
54918,ff1010bird,1,Data/54918.wav
38273,ff1010bird,0,Data/38273.wav
7174,ff1010bird,0,Data/7174.wav
132991,ff1010bird,0,Data/132991.wav
60081,ff1010bird,0,Data/60081.wav
184232,ff1010bird,0,Data/184232.wav
110692,ff1010bird,0,Data/110692.wav
80685,ff1010bird,1,Data/80685.wav
146867,ff1010bird,0,Data/146867.wav
111176,ff1010bird,0,Data/111176.wav
55107,ff1010bird,0,Data/55107.wav
187008,ff1010bird,0,Data/187008.wav
169249,ff1010bird,0,Data/169249.wav
58276,ff1010bird,0,Data/58276.wav
143964,ff1010bird,0,Data/143964.wav
64167,ff1010bird,0,Data/64167.wav
162720,ff1010bird,1,Data/162720.wav
104388,ff1010bird,0,Data/104388.wav
52791,ff1010bird,0,Data/52791.wav
93645,ff1010bird,0,Data/93645.wav
98645,ff1010bird,1,Data/98645.wav
175894,ff1010bird,0,Data/175894.wav
160532,ff1010bird,0,Data/160532.wav
87558,ff1010bird,0,Data/87558.wav
121357,ff1010bird,0,Data/121357.wav
7314,ff1010bird,0,Data/7314.wav
55095,ff1010bird,0,Data/55095.wav
79706,ff1010bird,0,Data/79706.wav
121763,ff1010bird,0,Data/121763.wav
98737,ff1010bird,0,Data/98737.wav
67771,ff1010bird,0,Data/67771.wav
72214,ff1010bird,1,Data/72214.wav
192353,ff1010bird,0,Data/192353.wav
164187,ff1010bird,0,Data/164187.wav
165285,ff1010bird,0,Data/165285.wav
53428,ff1010bird,1,Data/53428.wav
69301,ff1010bird,1,Data/69301.wav
145524,ff1010bird,1,Data/145524.wav
126666,ff1010bird,1,Data/126666.wav
175142,ff1010bird,0,Data/175142.wav
38584,ff1010bird,0,Data/38584.wav
160784,ff1010bird,0,Data/160784.wav
87130,ff1010bird,0,Data/87130.wav
132823,ff1010bird,0,Data/132823.wav
54488,ff1010bird,1,Data/54488.wav
51730,ff1010bird,0,Data/51730.wav
33195,ff1010bird,1,Data/33195.wav
58498,ff1010bird,0,Data/58498.wav
140825,ff1010bird,1,Data/140825.wav
66968,ff1010bird,1,Data/66968.wav
2421,ff1010bird,0,Data/2421.wav
38642,ff1010bird,0,Data/38642.wav
194713,ff1010bird,0,Data/194713.wav
154912,ff1010bird,0,Data/154912.wav
156448,ff1010bird,1,Data/156448.wav
47230,ff1010bird,0,Data/47230.wav
165211,ff1010bird,0,Data/165211.wav
17512,ff1010bird,1,Data/17512.wav
105288,ff1010bird,0,Data/105288.wav
130135,ff1010bird,0,Data/130135.wav
56961,ff1010bird,0,Data/56961.wav
155120,ff1010bird,0,Data/155120.wav
127354,ff1010bird,0,Data/127354.wav
166899,ff1010bird,1,Data/166899.wav
53483,ff1010bird,1,Data/53483.wav
175296,ff1010bird,1,Data/175296.wav
55240,ff1010bird,0,Data/55240.wav
179506,ff1010bird,1,Data/179506.wav
121262,ff1010bird,1,Data/121262.wav
177866,ff1010bird,0,Data/177866.wav
71914,ff1010bird,0,Data/71914.wav
85364,ff1010bird,0,Data/85364.wav
149326,ff1010bird,0,Data/149326.wav
147899,ff1010bird,0,Data/147899.wav
23025,ff1010bird,0,Data/23025.wav
60075,ff1010bird,0,Data/60075.wav
118582,ff1010bird,0,Data/118582.wav
81464,ff1010bird,0,Data/81464.wav
30950,ff1010bird,0,Data/30950.wav
127836,ff1010bird,0,Data/127836.wav
127361,ff1010bird,0,Data/127361.wav
153502,ff1010bird,1,Data/153502.wav
57668,ff1010bird,1,Data/57668.wav
155233,ff1010bird,1,Data/155233.wav
101461,ff1010bird,0,Data/101461.wav
104586,ff1010bird,0,Data/104586.wav
122064,ff1010bird,0,Data/122064.wav
127195,ff1010bird,1,Data/127195.wav
104543,ff1010bird,0,Data/104543.wav
165936,ff1010bird,0,Data/165936.wav
1055,ff1010bird,1,Data/1055.wav
127236,ff1010bird,0,Data/127236.wav
60085,ff1010bird,0,Data/60085.wav
78791,ff1010bird,0,Data/78791.wav
19999,ff1010bird,1,Data/19999.wav
11702,ff1010bird,0,Data/11702.wav
32394,ff1010bird,0,Data/32394.wav
68471,ff1010bird,0,Data/68471.wav
63755,ff1010bird,0,Data/63755.wav
191090,ff1010bird,0,Data/191090.wav
41181,ff1010bird,0,Data/41181.wav
156,ff1010bird,0,Data/156.wav
132987,ff1010bird,0,Data/132987.wav
38571,ff1010bird,0,Data/38571.wav
155093,ff1010bird,0,Data/155093.wav
30372,ff1010bird,0,Data/30372.wav
187135,ff1010bird,0,Data/187135.wav
61278,ff1010bird,0,Data/61278.wav
38643,ff1010bird,0,Data/38643.wav
14387,ff1010bird,0,Data/14387.wav
128419,ff1010bird,0,Data/128419.wav
164164,ff1010bird,0,Data/164164.wav
149299,ff1010bird,0,Data/149299.wav
107215,ff1010bird,0,Data/107215.wav
170563,ff1010bird,0,Data/170563.wav
91543,ff1010bird,0,Data/91543.wav
44526,ff1010bird,1,Data/44526.wav
73529,ff1010bird,0,Data/73529.wav
38275,ff1010bird,1,Data/38275.wav
69005,ff1010bird,0,Data/69005.wav
150974,ff1010bird,1,Data/150974.wav
1052,ff1010bird,1,Data/1052.wav
76884,ff1010bird,0,Data/76884.wav
190896,ff1010bird,0,Data/190896.wav
49661,ff1010bird,0,Data/49661.wav
52072,ff1010bird,1,Data/52072.wav
41364,ff1010bird,0,Data/41364.wav
156354,ff1010bird,0,Data/156354.wav
17006,ff1010bird,0,Data/17006.wav
21435,ff1010bird,0,Data/21435.wav
99452,ff1010bird,1,Data/99452.wav
160489,ff1010bird,0,Data/160489.wav
100840,ff1010bird,0,Data/100840.wav
195293,ff1010bird,0,Data/195293.wav
127510,ff1010bird,1,Data/127510.wav
92823,ff1010bird,1,Data/92823.wav
54640,ff1010bird,1,Data/54640.wav
193482,ff1010bird,1,Data/193482.wav
167804,ff1010bird,1,Data/167804.wav
90407,ff1010bird,0,Data/90407.wav
193032,ff1010bird,1,Data/193032.wav
127192,ff1010bird,0,Data/127192.wav
15473,ff1010bird,0,Data/15473.wav
102085,ff1010bird,0,Data/102085.wav
161686,ff1010bird,0,Data/161686.wav
21892,ff1010bird,0,Data/21892.wav
162491,ff1010bird,0,Data/162491.wav
11695,ff1010bird,0,Data/11695.wav
104,ff1010bird,0,Data/104.wav
94914,ff1010bird,1,Data/94914.wav
127619,ff1010bird,0,Data/127619.wav
25523,ff1010bird,1,Data/25523.wav
147924,ff1010bird,0,Data/147924.wav
184640,ff1010bird,0,Data/184640.wav
148265,ff1010bird,0,Data/148265.wav
48160,ff1010bird,0,Data/48160.wav
73116,ff1010bird,0,Data/73116.wav
101338,ff1010bird,0,Data/101338.wav
25021,ff1010bird,0,Data/25021.wav
56960,ff1010bird,0,Data/56960.wav
59006,ff1010bird,0,Data/59006.wav
78925,ff1010bird,0,Data/78925.wav
171513,ff1010bird,1,Data/171513.wav
133473,ff1010bird,0,Data/133473.wav
195292,ff1010bird,0,Data/195292.wav
158607,ff1010bird,0,Data/158607.wav
100843,ff1010bird,0,Data/100843.wav
145538,ff1010bird,0,Data/145538.wav
95036,ff1010bird,1,Data/95036.wav
189517,ff1010bird,1,Data/189517.wav
161618,ff1010bird,0,Data/161618.wav
145480,ff1010bird,0,Data/145480.wav
169101,ff1010bird,0,Data/169101.wav
146866,ff1010bird,0,Data/146866.wav
40834,ff1010bird,1,Data/40834.wav
169230,ff1010bird,0,Data/169230.wav
58560,ff1010bird,0,Data/58560.wav
89442,ff1010bird,0,Data/89442.wav
150161,ff1010bird,0,Data/150161.wav
157579,ff1010bird,0,Data/157579.wav
55511,ff1010bird,0,Data/55511.wav
157830,ff1010bird,0,Data/157830.wav
189852,ff1010bird,1,Data/189852.wav
44882,ff1010bird,0,Data/44882.wav
173131,ff1010bird,0,Data/173131.wav
164380,ff1010bird,0,Data/164380.wav
119500,ff1010bird,0,Data/119500.wav
111029,ff1010bird,1,Data/111029.wav
73276,ff1010bird,0,Data/73276.wav
173196,ff1010bird,0,Data/173196.wav
89675,ff1010bird,0,Data/89675.wav
91450,ff1010bird,0,Data/91450.wav
186335,ff1010bird,0,Data/186335.wav
15424,ff1010bird,0,Data/15424.wav
22953,ff1010bird,0,Data/22953.wav
69962,ff1010bird,1,Data/69962.wav
173337,ff1010bird,1,Data/173337.wav
58834,ff1010bird,0,Data/58834.wav
140776,ff1010bird,0,Data/140776.wav
160911,ff1010bird,0,Data/160911.wav
61697,ff1010bird,1,Data/61697.wav
86936,ff1010bird,0,Data/86936.wav
20784,ff1010bird,0,Data/20784.wav
184216,ff1010bird,1,Data/184216.wav
36056,ff1010bird,0,Data/36056.wav
87785,ff1010bird,0,Data/87785.wav
116229,ff1010bird,1,Data/116229.wav
47683,ff1010bird,1,Data/47683.wav
65454,ff1010bird,0,Data/65454.wav
17517,ff1010bird,1,Data/17517.wav
39497,ff1010bird,0,Data/39497.wav
17472,ff1010bird,0,Data/17472.wav
3126,ff1010bird,0,Data/3126.wav
25385,ff1010bird,1,Data/25385.wav
188083,ff1010bird,0,Data/188083.wav
162879,ff1010bird,1,Data/162879.wav
15542,ff1010bird,1,Data/15542.wav
45993,ff1010bird,0,Data/45993.wav
86751,ff1010bird,1,Data/86751.wav
96657,ff1010bird,0,Data/96657.wav
121359,ff1010bird,1,Data/121359.wav
156196,ff1010bird,0,Data/156196.wav
183181,ff1010bird,1,Data/183181.wav
168791,ff1010bird,0,Data/168791.wav
115351,ff1010bird,0,Data/115351.wav
128370,ff1010bird,0,Data/128370.wav
87941,ff1010bird,0,Data/87941.wav
135446,ff1010bird,0,Data/135446.wav
58838,ff1010bird,1,Data/58838.wav
112252,ff1010bird,0,Data/112252.wav
90649,ff1010bird,0,Data/90649.wav
155300,ff1010bird,1,Data/155300.wav
59446,ff1010bird,0,Data/59446.wav
126832,ff1010bird,0,Data/126832.wav
162738,ff1010bird,0,Data/162738.wav
195290,ff1010bird,0,Data/195290.wav
107577,ff1010bird,0,Data/107577.wav
20838,ff1010bird,0,Data/20838.wav
44066,ff1010bird,0,Data/44066.wav
46534,ff1010bird,0,Data/46534.wav
127239,ff1010bird,0,Data/127239.wav
44329,ff1010bird,0,Data/44329.wav
149276,ff1010bird,0,Data/149276.wav
71294,ff1010bird,1,Data/71294.wav
36865,ff1010bird,1,Data/36865.wav
151816,ff1010bird,0,Data/151816.wav
33827,ff1010bird,1,Data/33827.wav
77469,ff1010bird,0,Data/77469.wav
31828,ff1010bird,1,Data/31828.wav
44205,ff1010bird,0,Data/44205.wav
155123,ff1010bird,0,Data/155123.wav
148356,ff1010bird,0,Data/148356.wav
172314,ff1010bird,0,Data/172314.wav
127302,ff1010bird,0,Data/127302.wav
160582,ff1010bird,0,Data/160582.wav
117407,ff1010bird,1,Data/117407.wav
38223,ff1010bird,0,Data/38223.wav
135835,ff1010bird,1,Data/135835.wav
164165,ff1010bird,0,Data/164165.wav
44050,ff1010bird,0,Data/44050.wav
72267,ff1010bird,1,Data/72267.wav
126845,ff1010bird,0,Data/126845.wav
58554,ff1010bird,0,Data/58554.wav
28204,ff1010bird,0,Data/28204.wav
148652,ff1010bird,0,Data/148652.wav
44883,ff1010bird,0,Data/44883.wav
147946,ff1010bird,0,Data/147946.wav
110123,ff1010bird,0,Data/110123.wav
155223,ff1010bird,0,Data/155223.wav
86944,ff1010bird,0,Data/86944.wav
16008,ff1010bird,0,Data/16008.wav
111182,ff1010bird,0,Data/111182.wav
172441,ff1010bird,0,Data/172441.wav
96346,ff1010bird,0,Data/96346.wav
84909,ff1010bird,0,Data/84909.wav
17859,ff1010bird,0,Data/17859.wav
71241,ff1010bird,0,Data/71241.wav
187654,ff1010bird,0,Data/187654.wav
90344,ff1010bird,0,Data/90344.wav
82317,ff1010bird,0,Data/82317.wav
